,scan,precmz,ms1scan,rt,charge,i,i_norm,mslevel,i_norm_ms1,filename,query_name,query,collision_type,energy,collision_type_energy
30,48,148.039276123047,47,0.161660513333,0,236827.3896484375,1.0,2,0.0003207600960470411,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
31,49,124.975799560547,47,0.1660831688,0,190482.96142578125,1.0,2,0.0003207600960470411,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
32,51,258.93310546875,50,0.171563199467,0,79378.24780273438,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
33,52,153.127426147461,50,0.175985249333,0,4986586.660400391,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
34,54,126.091369628906,53,0.1814566096,1,226562.1904296875,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
35,55,178.975814819336,53,0.185879395467,0,775515.2658691406,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
36,57,111.044136047363,56,0.191452203733,1,468298.49658203125,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
37,58,234.982467651367,56,0.195796184,0,572502.6643066406,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
38,60,126.091346740723,59,0.201251494667,1,281979.5910644531,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
39,61,201.07341003418,59,0.205674540533,0,271160.0087890625,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
40,63,137.096206665039,62,0.211137613067,0,942487.7646484375,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
41,64,124.975891113281,62,0.215558529867,0,213679.94604492188,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
42,66,113.023498535156,65,0.220956070133,0,132932.79663085938,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
43,67,217.995986938477,65,0.225458711733,0,372040.7746582031,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
44,69,201.073211669922,68,0.2309034264,0,257375.8564453125,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
45,70,161.040649414063,68,0.235325553067,0,694653.9782714844,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
46,72,464.836242675781,71,0.240818191467,0,70159.97314453125,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
47,73,147.965728759766,71,0.2452413792,0,258760.25952148438,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
48,75,127.03897857666,74,0.251101868267,0,257795.50244140625,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
49,76,157.122543334961,74,0.2555236824,0,519735.6572265625,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
50,78,181.072021484375,77,0.261107729867,0,737944.27734375,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
51,79,101.971466064453,77,0.265530497333,0,420256.6711425781,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
52,81,148.039413452148,80,0.2709143416,0,219550.162109375,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
53,82,107.95051574707,80,0.275337000533,0,171736.1513671875,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
54,84,148.039276123047,83,0.281159958133,0,217279.00439453125,1.0,2,0.0003582040555524648,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
55,85,217.995788574219,83,0.285582102933,0,378630.3173828125,1.0,2,0.0003582040555524648,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
56,87,178.9755859375,86,0.2910747536,0,772255.0329589844,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
57,88,111.043968200684,86,0.295487130133,0,463950.9587402344,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
58,90,127.038864135742,89,0.300899944,0,248990.45190429688,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
59,91,107.950401306152,89,0.305322725867,0,294915.357421875,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
60,93,234.982604980469,92,0.311141094933,0,471088.29248046875,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
61,94,126.091430664063,92,0.3155651184,1,248148.13232421875,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
62,96,126.091346740723,95,0.3210765856,1,279020.9226074219,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
63,97,153.127456665039,95,0.325584603467,0,4934583.884277344,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
64,99,242.138702392578,98,0.3310350432,1,52024.928955078125,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
65,100,101.971473693848,98,0.335461499467,0,791802.2951660156,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
66,102,161.040191650391,101,0.340349718933,0,43502832.03540039,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
67,103,120.019630432129,101,0.344771166933,1,10421774.862792969,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
68,105,102.009063720703,104,0.350268947467,1,982497.4453125,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
69,106,120.019592285156,104,0.354690918933,1,12787330.256103516,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
70,108,102.008979797363,107,0.3602415496,1,1016388.9736328125,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
71,109,219.017333984375,107,0.364664707467,1,19844774.970458984,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
72,111,261.030548095703,110,0.369620082667,1,14270607.650390625,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
73,112,134.996520996094,110,0.374045072533,0,41776267.028808594,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
74,114,261.030487060547,113,0.379127968533,1,11057013.365966797,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
75,115,134.996505737305,113,0.3835499832,0,39953176.0012207,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
76,117,203.039932250977,116,0.388710267467,1,7707971.742675781,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
77,118,338.967193603516,116,0.393212226667,1,5443027.515136719,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
78,120,338.967926025391,119,0.3980810512,1,3365005.5100097656,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
79,121,486.996337890625,119,0.4025025016,1,3881571.6052246094,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
80,123,486.99609375,122,0.407740272267,1,3714881.6752929688,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
81,124,420.970794677734,122,0.412162868533,1,3847157.287841797,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
82,126,186.995315551758,125,0.417741126667,0,293597.09814453125,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
83,127,104.992279052734,125,0.4221649664,0,20902.113037109375,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
84,129,284.888793945313,128,0.428087596267,0,1441039.0725097656,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
85,130,300.862670898438,128,0.432511516267,0,1103980.4072265625,1.0,2,,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
86,132,244.953887939453,131,0.438476841067,0,949533.2868652344,1.0,2,0.00039246711467429,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
87,133,260.927886962891,131,0.442898650933,0,388875.533203125,1.0,2,0.00039246711467429,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
88,135,188.17578125,134,0.448235155733,0,4798197.840087891,1.0,2,0.0004994181557528953,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
89,136,192.074172973633,134,0.452657686133,1,399256.99853515625,1.0,2,0.0004994181557528953,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
90,138,175.143905639648,137,0.457942411467,1,5686933.218505859,1.0,2,0.006375374369057459,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
91,139,227.113815307617,137,0.462287282933,1,517766.02734375,1.0,2,0.006375374369057459,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
92,141,130.049819946289,140,0.467781017067,1,6826681.528564453,1.0,2,0.06662095470561048,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
93,142,101.034538269043,140,0.472203539467,0,116069.36450195312,1.0,2,0.06662095470561048,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
94,144,365.105194091797,143,0.477578895733,1,230941.58081054688,1.0,2,0.1150293843068916,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
95,145,302.134582519531,143,0.482000976,1,2421876.1684570312,1.0,2,0.1150293843068916,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
96,147,136.048080444336,146,0.4867500568,0,532799.4440917969,1.0,2,0.0617211889894075,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
97,148,151.144012451172,146,0.491183074133,1,1629022.1020507812,1.0,2,0.0617211889894075,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
98,150,136.048065185547,149,0.495898938667,0,540424.6052246094,1.0,2,0.03229534959335396,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
99,151,363.049194335938,149,0.500320645867,0,665048.6896972656,1.0,2,0.03229534959335396,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
100,153,154.058609008789,152,0.5049498744,0,550662.6955566406,1.0,2,0.032143859395403075,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
101,154,158.128753662109,152,0.5093720456,0,2108792.7204589844,1.0,2,0.032143859395403075,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
102,156,247.139938354492,155,0.514449584267,1,2572339.4702148438,1.0,2,0.047337972962859055,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
103,157,261.108062744141,155,0.518871559467,1,8486500.662353516,1.0,2,0.047337972962859055,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
104,159,261.107879638672,158,0.524114511467,1,7195149.337646484,1.0,2,0.03797321822500929,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
105,160,274.091979980469,158,0.528525922133,1,3747091.244140625,1.0,2,0.03797321822500929,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
106,162,242.015121459961,161,0.533546030133,0,4124220.5561523438,1.0,2,0.01532470401044402,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
107,163,274.092041015625,161,0.5379681176,1,3017378.135986328,1.0,2,0.01532470401044402,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
108,165,242.01513671875,164,0.543157544267,0,3965673.1462402344,1.0,2,0.021807947156765466,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
109,166,298.096710205078,164,0.547579907467,1,2250908.0390625,1.0,2,0.021807947156765466,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
110,168,131.117919921875,167,0.552659758133,0,4193318.397216797,1.0,2,0.015957936836933313,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
111,169,114.091247558594,167,0.557099990667,0,10485671.830810547,1.0,2,0.015957936836933313,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
112,171,128.081909179688,170,0.5623545984,1,1642215.9577636719,1.0,2,0.0034540032618774253,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
113,172,114.091323852539,170,0.566776727733,0,9107603.080078125,1.0,2,0.0034540032618774253,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
114,174,129.102188110352,173,0.571798448267,1,5044408.1708984375,1.0,2,0.002772952717997826,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
115,175,457.228942871094,173,0.576220283467,1,500856.83935546875,1.0,2,0.002772952717997826,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
116,177,457.229217529297,176,0.5810971944,1,338558.7473144531,1.0,2,0.0033761334412141402,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
117,178,144.101913452148,176,0.585519982933,1,3856433.697265625,1.0,2,0.0033761334412141402,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
118,180,158.044677734375,179,0.591146354933,0,1899796.0798339844,1.0,2,0.0018363234582334132,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
119,181,185.041946411133,179,0.595489284267,1,323845.26318359375,1.0,2,0.0018363234582334132,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
120,183,300.118774414063,182,0.6002807072,1,2911401.7517089844,1.0,2,0.0015785483828999575,ms_data_03.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
